cik,filer_cik,ticker,fiscal_year,report_date,filing_date,accession,path,error
0000077476,0000077476,PEP,2009,2009-12-26,2010-02-22,0001193125-10-036385,data/raw/0000077476/000119312510036385/d10k.htm,
0000077476,0000077476,PEP,2010,2010-12-25,2011-02-18,0001193125-11-040427,data/raw/0000077476/000119312511040427/d10k.htm,
0000077476,0000077476,PEP,2011,2011-12-31,2012-02-27,0001193125-12-081822,data/raw/0000077476/000119312512081822/d269581d10k.htm,
0000077476,0000077476,PEP,2012,2012-12-29,2013-02-21,0001445305-13-000278,data/raw/0000077476/000144530513000278/pepsico201210-k.htm,
0000077476,0000077476,PEP,2013,2013-12-28,2014-02-14,0000077476-14-000007,data/raw/0000077476/000007747614000007/pepsico201310-k.htm,
0000077476,0000077476,PEP,2014,2014-12-27,2015-02-12,0000077476-15-000012,data/raw/0000077476/000007747615000012/pepsico201410-k.htm,
0000077476,0000077476,PEP,2015,2015-12-26,2016-02-11,0000077476-16-000066,data/raw/0000077476/000007747616000066/pepsico201510-k.htm,
0000077476,0000077476,PEP,2016,2016-12-31,2017-02-15,0000077476-17-000010,data/raw/0000077476/000007747617000010/pepsico201610-k.htm,
0000077476,0000077476,PEP,2017,2017-12-30,2018-02-13,0000077476-18-000012,data/raw/0000077476/000007747618000012/pepsico201710-k.htm,
0000077476,0000077476,PEP,2018,2018-12-29,2019-02-15,0000077476-19-000017,data/raw/0000077476/000007747619000017/pepsico201810-k.htm,
0000077476,0000077476,PEP,2019,2019-12-28,2020-02-13,0000077476-20-000015,data/raw/0000077476/000007747620000015/pepsico201910-k.htm,
0000077476,0000077476,PEP,2020,2020-12-26,2021-02-11,0000077476-21-000007,data/raw/0000077476/000007747621000007/pep-20201226.htm,
0000077476,0000077476,PEP,2021,2021-12-25,2022-02-10,0000077476-22-000010,data/raw/0000077476/000007747622000010/pep-20211225.htm,
0000077476,0000077476,PEP,2022,2022-12-31,2023-02-09,0000077476-23-000007,data/raw/0000077476/000007747623000007/pep-20221231.htm,
0000077476,0000077476,PEP,2023,2023-12-30,2024-02-09,0000077476-24-000008,data/raw/0000077476/000007747624000008/pep-20231230.htm,
0000077476,0000077476,PEP,2024,2024-12-28,2025-02-04,0000077476-25-000007,data/raw/0000077476/000007747625000007/pep-20241228.htm,
0000077476,0000077476,PEP,2025,2025-12-27,2026-02-03,0000077476-26-000007,data/raw/0000077476/000007747626000007/pep-20251227.htm,
0000078003,0000078003,PFE,2007,2007-12-31,2008-02-29,0000930413-08-001360,data/raw/0000078003/000093041308001360/c52104_10-k.htm,
0000078003,0000078003,PFE,2008,2008-12-31,2009-02-27,0001193125-09-040568,data/raw/0000078003/000119312509040568/d10k.htm,
0000078003,0000078003,PFE,2009,2009-12-31,2010-02-26,0001193125-10-042425,data/raw/0000078003/000119312510042425/d10k.htm,
0000078003,0000078003,PFE,2010,2010-12-31,2011-02-28,0001193125-11-048877,data/raw/0000078003/000119312511048877/d10k.htm,
0000078003,0000078003,PFE,2011,2011-12-31,2012-02-28,0001193125-12-085703,data/raw/0000078003/000119312512085703/d278590d10k.htm,
0000078003,0000078003,PFE,2012,2012-12-31,2013-02-28,0000078003-13-000006,data/raw/0000078003/000007800313000006/pfe-12312012x10k.htm,
0000078003,0000078003,PFE,2013,2013-12-31,2014-02-28,0000078003-14-000018,data/raw/0000078003/000007800314000018/pfe-12312013x10k.htm,
0000078003,0000078003,PFE,2014,2014-12-31,2015-02-27,0000078003-15-000014,data/raw/0000078003/000007800315000014/pfe-12312014x10kshell.htm,
0000078003,0000078003,PFE,2015,2015-12-31,2016-02-29,0000078003-16-000077,data/raw/0000078003/000007800316000077/pfe-12312015x10kshell.htm,
0000078003,0000078003,PFE,2016,2016-12-31,2017-02-23,0000078003-17-000014,data/raw/0000078003/000007800317000014/pfe-12312016x10kshell.htm,
0000078003,0000078003,PFE,2017,2017-12-31,2018-02-22,0000078003-18-000027,data/raw/0000078003/000007800318000027/pfe-12312017x10kshell.htm,
0000078003,0000078003,PFE,2018,2018-12-31,2019-02-28,0000078003-19-000015,data/raw/0000078003/000007800319000015/pfe-12312018x10kshell.htm,
0000078003,0000078003,PFE,2019,2019-12-31,2020-02-27,0000078003-20-000014,data/raw/0000078003/000007800320000014/pfe-12312019x10kshell.htm,
0000078003,0000078003,PFE,2020,2020-12-31,2021-02-25,0000078003-21-000038,data/raw/0000078003/000007800321000038/pfe-20201231.htm,
0000078003,0000078003,PFE,2021,2021-12-31,2022-02-24,0000078003-22-000027,data/raw/0000078003/000007800322000027/pfe-20211231.htm,
0000078003,0000078003,PFE,2022,2022-12-31,2023-02-23,0000078003-23-000024,data/raw/0000078003/000007800323000024/pfe-20221231.htm,
0000078003,0000078003,PFE,2023,2023-12-31,2024-02-22,0000078003-24-000039,data/raw/0000078003/000007800324000039/pfe-20231231.htm,
0000078003,0000078003,PFE,2024,2024-12-31,2025-02-27,0000078003-25-000054,data/raw/0000078003/000007800325000054/pfe-20241231.htm,
0000078003,0000078003,PFE,2025,2025-12-31,2026-02-26,0000078003-26-000026,data/raw/0000078003/000007800326000026/pfe-20251231.htm,
0000080424,0000080424,PG,2007,2007-06-30,2007-08-28,0000950152-07-007152,data/raw/0000080424/000095015207007152/l27490ae10vk.htm,
0000080424,0000080424,PG,2008,2008-06-30,2008-08-28,0000950152-08-006832,data/raw/0000080424/000095015208006832/l32996ae10vk.htm,
0000080424,0000080424,PG,2009,2009-06-30,2009-08-14,0001193125-09-175986,data/raw/0000080424/000119312509175986/d10k.htm,
0000080424,0000080424,PG,2010,2010-06-30,2010-08-13,0001193125-10-188769,data/raw/0000080424/000119312510188769/d10k.htm,
0000080424,0000080424,PG,2011,2011-06-30,2011-08-10,0000080424-11-000014,data/raw/0000080424/000008042411000014/fy1110k.htm,
0000080424,0000080424,PG,2012,2012-06-30,2012-08-08,0000080424-12-000063,data/raw/0000080424/000008042412000063/fy2012financialstatementsf.htm,
0000080424,0000080424,PG,2013,2013-06-30,2013-08-08,0000080424-13-000063,data/raw/0000080424/000008042413000063/fy201310kannualreport.htm,
0000080424,0000080424,PG,2014,2014-06-30,2014-08-08,0000080424-14-000057,data/raw/0000080424/000008042414000057/fy201410kannualreport.htm,
0000080424,0000080424,PG,2015,2015-06-30,2015-08-07,0000080424-15-000070,data/raw/0000080424/000008042415000070/fy141510-kreport.htm,
0000080424,0000080424,PG,2016,2016-06-30,2016-08-09,0000080424-16-000212,data/raw/0000080424/000008042416000212/fy151610-kreport.htm,
0000080424,0000080424,PG,2017,2017-06-30,2017-08-07,0000080424-17-000047,data/raw/0000080424/000008042417000047/fy161710-kreport.htm,
0000080424,0000080424,PG,2018,2018-06-30,2018-08-07,0000080424-18-000055,data/raw/0000080424/000008042418000055/fy171810-kreport.htm,
0000080424,0000080424,PG,2019,2019-06-30,2019-08-06,0000080424-19-000050,data/raw/0000080424/000008042419000050/fy181910-kreport.htm,
0000080424,0000080424,PG,2020,2020-06-30,2020-08-06,0000080424-20-000053,data/raw/0000080424/000008042420000053/pg-20200630.htm,
0000080424,0000080424,PG,2021,2021-06-30,2021-08-06,0000080424-21-000100,data/raw/0000080424/000008042421000100/pg-20210630.htm,
0000080424,0000080424,PG,2022,2022-06-30,2022-08-05,0000080424-22-000064,data/raw/0000080424/000008042422000064/pg-20220630.htm,
0000080424,0000080424,PG,2023,2023-06-30,2023-08-04,0000080424-23-000073,data/raw/0000080424/000008042423000073/pg-20230630.htm,
0000080424,0000080424,PG,2024,2024-06-30,2024-08-05,0000080424-24-000083,data/raw/0000080424/000008042424000083/pg-20240630.htm,
0000080424,0000080424,PG,2025,2025-06-30,2025-08-04,0000080424-25-000076,data/raw/0000080424/000008042425000076/pg-20250630.htm,
0001321655,0001321655,PLTR,2020,2020-12-31,2021-02-26,0001193125-21-060650,data/raw/0001321655/000119312521060650/d65934d10k.htm,
0001321655,0001321655,PLTR,2021,2021-12-31,2022-02-24,0001193125-22-050913,data/raw/0001321655/000119312522050913/d273589d10k.htm,
0001321655,0001321655,PLTR,2022,2022-12-31,2023-02-21,0001321655-23-000011,data/raw/0001321655/000132165523000011/pltr-20221231.htm,
0001321655,0001321655,PLTR,2023,2023-12-31,2024-02-20,0001321655-24-000022,data/raw/0001321655/000132165524000022/pltr-20231231.htm,
0001321655,0001321655,PLTR,2024,2024-12-31,2025-02-18,0001321655-25-000022,data/raw/0001321655/000132165525000022/pltr-20241231.htm,
0001321655,0001321655,PLTR,2025,2025-12-31,2026-02-17,0001321655-26-000011,data/raw/0001321655/000132165526000011/pltr-20251231.htm,
0001413329,0001413329,PM,2008,2008-12-31,2009-02-26,0001193125-09-038765,data/raw/0001413329/000119312509038765/d10k.htm,
0001413329,0001413329,PM,2009,2009-12-31,2010-02-26,0001193125-10-041735,data/raw/0001413329/000119312510041735/d10k.htm,
0001413329,0001413329,PM,2010,2010-12-31,2011-02-25,0001193125-11-046772,data/raw/0001413329/000119312511046772/d10k.htm,
0001413329,0001413329,PM,2011,2011-12-31,2012-02-24,0001193125-12-076983,data/raw/0001413329/000119312512076983/d258717d10k.htm,
0001413329,0001413329,PM,2012,2012-12-31,2013-02-22,0001413329-13-000019,data/raw/0001413329/000141332913000019/pm1231201210-k.htm,
0001413329,0001413329,PM,2013,2013-12-31,2014-02-21,0001413329-14-000012,data/raw/0001413329/000141332914000012/pm1231201310-k.htm,
0001413329,0001413329,PM,2014,2014-12-31,2015-02-20,0001413329-15-000016,data/raw/0001413329/000141332915000016/pm12312014form10kwrapinclf.htm,
0001413329,0001413329,PM,2015,2015-12-31,2016-02-17,0001413329-16-000076,data/raw/0001413329/000141332916000076/pm123115form10kwrapinclfsm.htm,
0001413329,0001413329,PM,2016,2016-12-31,2017-02-14,0001413329-17-000014,data/raw/0001413329/000141332917000014/pm123116form10kwrapinclfsm.htm,
0001413329,0001413329,PM,2017,2017-12-31,2018-02-13,0001413329-18-000007,data/raw/0001413329/000141332918000007/pm123117form10kwrapinclfsm.htm,
0001413329,0001413329,PM,2018,2018-12-31,2019-02-07,0001413329-19-000007,data/raw/0001413329/000141332919000007/pm123118form10kwrapinclfsm.htm,
0001413329,0001413329,PM,2019,2019-12-31,2020-02-07,0001413329-20-000007,data/raw/0001413329/000141332920000007/pm123119form10kwrapinc.htm,
0001413329,0001413329,PM,2020,2020-12-31,2021-02-09,0001413329-21-000007,data/raw/0001413329/000141332921000007/pm-20201231.htm,
0001413329,0001413329,PM,2021,2021-12-31,2022-02-11,0001413329-22-000011,data/raw/0001413329/000141332922000011/pm-20211231.htm,
0001413329,0001413329,PM,2022,2022-12-31,2023-02-10,0001413329-23-000025,data/raw/0001413329/000141332923000025/pm-20221231.htm,
0001413329,0001413329,PM,2023,2023-12-31,2024-02-08,0001413329-24-000013,data/raw/0001413329/000141332924000013/pm-20231231.htm,
0001413329,0001413329,PM,2024,2024-12-31,2025-02-06,0001413329-25-000013,data/raw/0001413329/000141332925000013/pm-20241231.htm,
0001413329,0001413329,PM,2025,2025-12-31,2026-02-06,0001628280-26-005939,data/raw/0001413329/000162828026005939/pm-20251231.htm,
0000804328,0000804328,QCOM,2007,2007-09-30,2007-11-08,0000936392-07-000836,data/raw/0000804328/000093639207000836/a35354e10vk.htm,
0000804328,0000804328,QCOM,2008,2008-09-28,2008-11-06,0000936392-08-000707,data/raw/0000804328/000093639208000707/a50397e10vk.htm,
0000804328,0000804328,QCOM,2009,2009-09-27,2009-11-05,0000950123-09-057827,data/raw/0000804328/000095012309057827/a54086e10vk.htm,
0000804328,0000804328,QCOM,2010,2010-09-26,2010-11-03,0000950123-10-100207,data/raw/0000804328/000095012310100207/a57478e10vk.htm,
0000804328,0000804328,QCOM,2011,2011-09-25,2011-11-02,0001234452-11-000360,data/raw/0000804328/000123445211000360/qcom10-k2011.htm,
0000804328,0000804328,QCOM,2012,2012-09-30,2012-11-07,0001234452-12-000371,data/raw/0000804328/000123445212000371/qcom10-k2012.htm,
0000804328,0000804328,QCOM,2013,2013-09-29,2013-11-06,0001234452-13-000483,data/raw/0000804328/000123445213000483/qcom10-k2013.htm,
0000804328,0000804328,QCOM,2014,2014-09-28,2014-11-05,0001234452-14-000320,data/raw/0000804328/000123445214000320/qcom10-k2014.htm,
0000804328,0000804328,QCOM,2015,2015-09-27,2015-11-04,0001234452-15-000271,data/raw/0000804328/000123445215000271/qcom10-k2015.htm,
0000804328,0000804328,QCOM,2016,2016-09-25,2016-11-02,0001234452-16-000552,data/raw/0000804328/000123445216000552/qcom10-k2016.htm,
0000804328,0000804328,QCOM,2017,2017-09-24,2017-11-01,0001234452-17-000190,data/raw/0000804328/000123445217000190/qcom10-k2017.htm,
0000804328,0000804328,QCOM,2018,2018-09-30,2018-11-07,0001728949-18-000095,data/raw/0000804328/000172894918000095/qcom10-k2018.htm,
0000804328,0000804328,QCOM,2019,2019-09-29,2019-11-06,0001728949-19-000072,data/raw/0000804328/000172894919000072/qcom10-k2019.htm,
0000804328,0000804328,QCOM,2020,2020-09-27,2020-11-04,0001728949-20-000067,data/raw/0000804328/000172894920000067/qcom-20200927.htm,
0000804328,0000804328,QCOM,2021,2021-09-26,2021-11-03,0001728949-21-000076,data/raw/0000804328/000172894921000076/qcom-20210926.htm,
0000804328,0000804328,QCOM,2022,2022-09-25,2022-11-02,0000804328-22-000021,data/raw/0000804328/000080432822000021/qcom-20220925.htm,
0000804328,0000804328,QCOM,2023,2023-09-24,2023-11-01,0000804328-23-000055,data/raw/0000804328/000080432823000055/qcom-20230924.htm,
0000804328,0000804328,QCOM,2024,2024-09-29,2024-11-06,0000804328-24-000075,data/raw/0000804328/000080432824000075/qcom-20240929.htm,
0000804328,0000804328,QCOM,2025,2025-09-28,2025-11-05,0000804328-25-000085,data/raw/0000804328/000080432825000085/qcom-20250928.htm,
0000101829,0000101829,RTX,2007,2007-12-31,2008-02-07,0001193125-08-022346,data/raw/0000101829/000119312508022346/d10k.htm,
0000101829,0000101829,RTX,2008,2008-12-31,2009-02-11,0001193125-09-024624,data/raw/0000101829/000119312509024624/d10k.htm,
0000101829,0000101829,RTX,2009,2009-12-31,2010-02-11,0001193125-10-027861,data/raw/0000101829/000119312510027861/d10k.htm,
0000101829,0000101829,RTX,2010,2010-12-31,2011-02-10,0001193125-11-029695,data/raw/0000101829/000119312511029695/d10k.htm,
0000101829,0000101829,RTX,2011,2011-12-31,2012-02-09,0001193125-12-047752,data/raw/0000101829/000119312512047752/d286821d10k.htm,
0000101829,0000101829,RTX,2012,2012-12-31,2013-02-07,0001193125-13-042195,data/raw/0000101829/000119312513042195/d477572d10k.htm,
0000101829,0000101829,RTX,2013,2013-12-31,2014-02-06,0000101829-14-000006,data/raw/0000101829/000010182914000006/a2013-12x31form10xk.htm,
0000101829,0000101829,RTX,2014,2014-12-31,2015-02-05,0000101829-15-000005,data/raw/0000101829/000010182915000005/a2014-12x31form10xk.htm,
0000101829,0000101829,RTX,2015,2015-12-31,2016-02-11,0000101829-16-000050,data/raw/0000101829/000010182916000050/a2015-12x31form10xk.htm,
0000101829,0000101829,RTX,2016,2016-12-31,2017-02-09,0000101829-17-000007,data/raw/0000101829/000010182917000007/a2016-12x31form10xk.htm,
0000101829,0000101829,RTX,2017,2017-12-31,2018-02-09,0000101829-18-000005,data/raw/0000101829/000010182918000005/a2017-12x31form10xk.htm,
0000101829,0000101829,RTX,2018,2018-12-31,2019-02-07,0000101829-19-000007,data/raw/0000101829/000010182919000007/a2018-12x31form10xk.htm,
0000101829,0000101829,RTX,2019,2019-12-31,2020-02-06,0000101829-20-000013,data/raw/0000101829/000010182920000013/utx-20191231_d2.htm,
0000101829,0000101829,RTX,2020,2020-12-31,2021-02-08,0000101829-21-000008,data/raw/0000101829/000010182921000008/rtx-20201231.htm,
0000101829,0000101829,RTX,2021,2021-12-31,2022-02-11,0000101829-22-000005,data/raw/0000101829/000010182922000005/rtx-20211231.htm,
0000101829,0000101829,RTX,2022,2022-12-31,2023-02-07,0000101829-23-000009,data/raw/0000101829/000010182923000009/rtx-20221231.htm,
0000101829,0000101829,RTX,2023,2023-12-31,2024-02-05,0000101829-24-000008,data/raw/0000101829/000010182924000008/rtx-20231231.htm,
0000101829,0000101829,RTX,2024,2024-12-31,2025-02-03,0000101829-25-000005,data/raw/0000101829/000010182925000005/rtx-20241231.htm,
0000101829,0000101829,RTX,2025,2025-12-31,2026-02-06,0000101829-26-000006,data/raw/0000101829/000010182926000006/rtx-20251231.htm,
0000829224,0000829224,SBUX,2007,2007-09-30,2007-11-29,0000950134-07-024667,data/raw/0000829224/000095013407024667/v33834e10vk.htm,
0000829224,0000829224,SBUX,2008,2008-09-28,2008-11-24,0000950134-08-021134,data/raw/0000829224/000095013408021134/v50316e10vk.htm,
0000829224,0000829224,SBUX,2009,2009-09-27,2009-11-20,0000950123-09-064772,data/raw/0000829224/000095012309064772/v53316e10vk.htm,
0000829224,0000829224,SBUX,2010,2010-10-03,2010-11-22,0001193125-10-266333,data/raw/0000829224/000119312510266333/d10k.htm,
0000829224,0000829224,SBUX,2011,2011-10-02,2011-11-18,0001193125-11-317175,data/raw/0000829224/000119312511317175/d232803d10k.htm,
0000829224,0000829224,SBUX,2012,2012-09-30,2012-11-16,0000829224-12-000007,data/raw/0000829224/000082922412000007/sbux-9302012x10k.htm,
0000829224,0000829224,SBUX,2013,2013-09-29,2013-11-18,0000829224-13-000044,data/raw/0000829224/000082922413000044/sbux-9292013x10k.htm,
0000829224,0000829224,SBUX,2014,2014-09-28,2014-11-14,0000829224-14-000041,data/raw/0000829224/000082922414000041/sbux-9282014x10k.htm,
0000829224,0000829224,SBUX,2015,2015-09-27,2015-11-12,0000829224-15-000038,data/raw/0000829224/000082922415000038/sbux-9272015x10k.htm,
0000829224,0000829224,SBUX,2016,2016-10-02,2016-11-18,0000829224-16-000083,data/raw/0000829224/000082922416000083/sbux-1022016x10xk.htm,
0000829224,0000829224,SBUX,2017,2017-10-01,2017-11-17,0000829224-17-000049,data/raw/0000829224/000082922417000049/sbux-1012017x10xk.htm,
0000829224,0000829224,SBUX,2018,2018-09-30,2018-11-16,0000829224-18-000052,data/raw/0000829224/000082922418000052/sbux-9302018x10xk.htm,
0000829224,0000829224,SBUX,2019,2019-09-29,2019-11-15,0000829224-19-000051,data/raw/0000829224/000082922419000051/sbux-9292019x10xk.htm,
0000829224,0000829224,SBUX,2020,2020-09-27,2020-11-12,0000829224-20-000078,data/raw/0000829224/000082922420000078/sbux-20200927.htm,
0000829224,0000829224,SBUX,2021,2021-10-03,2021-11-19,0000829224-21-000086,data/raw/0000829224/000082922421000086/sbux-20211003.htm,
0000829224,0000829224,SBUX,2022,2022-10-02,2022-11-18,0000829224-22-000058,data/raw/0000829224/000082922422000058/sbux-20221002.htm,
0000829224,0000829224,SBUX,2023,2023-10-01,2023-11-17,0000829224-23-000058,data/raw/0000829224/000082922423000058/sbux-20231001.htm,
0000829224,0000829224,SBUX,2024,2024-09-29,2024-11-20,0000829224-24-000057,data/raw/0000829224/000082922424000057/sbux-20240929.htm,
0000829224,0000829224,SBUX,2025,2025-09-28,2025-11-14,0000829224-25-000114,data/raw/0000829224/000082922425000114/sbux-20250928.htm,
0000316709,0000316709,SCHW,2007,2007-12-31,2008-02-27,0001193125-08-039024,data/raw/0000316709/000119312508039024/d10k.htm,
0000316709,0000316709,SCHW,2008,2008-12-31,2009-02-25,0001193125-09-037420,data/raw/0000316709/000119312509037420/d10k.htm,
0000316709,0000316709,SCHW,2009,2009-12-31,2010-02-25,0001193125-10-040444,data/raw/0000316709/000119312510040444/d10k.htm,
0000316709,0000316709,SCHW,2010,2010-12-31,2011-02-25,0001193125-11-046932,data/raw/0000316709/000119312511046932/d10k.htm,
0000316709,0000316709,SCHW,2011,2011-12-31,2012-02-24,0001193125-12-077926,data/raw/0000316709/000119312512077926/d264447d10k.htm,
0000316709,0000316709,SCHW,2012,2012-12-31,2013-02-22,0001193125-13-071646,data/raw/0000316709/000119312513071646/d455860d10k.htm,
0000316709,0000316709,SCHW,2013,2013-12-31,2014-02-24,0000316709-14-000005,data/raw/0000316709/000031670914000005/schw-20131231x10k.htm,
0000316709,0000316709,SCHW,2014,2014-12-31,2015-02-23,0000316709-15-000014,data/raw/0000316709/000031670915000014/schw-20141231x10k.htm,
0000316709,0000316709,SCHW,2015,2015-12-31,2016-02-24,0000316709-16-000067,data/raw/0000316709/000031670916000067/schw-20151231x10k.htm,
0000316709,0000316709,SCHW,2016,2016-12-31,2017-02-23,0000316709-17-000010,data/raw/0000316709/000031670917000010/schw-20161231x10k.htm,
0000316709,0000316709,SCHW,2017,2017-12-31,2018-02-22,0000316709-18-000009,data/raw/0000316709/000031670918000009/schw-12312017x10k.htm,
0000316709,0000316709,SCHW,2018,2018-12-31,2019-02-22,0000316709-19-000008,data/raw/0000316709/000031670919000008/schw-12312018x10k.htm,
0000316709,0000316709,SCHW,2019,2019-12-31,2020-02-26,0000316709-20-000012,data/raw/0000316709/000031670920000012/schw-12312019x10k.htm,
0000316709,0000316709,SCHW,2020,2020-12-31,2021-02-24,0000316709-21-000012,data/raw/0000316709/000031670921000012/schw-20201231.htm,
0000316709,0000316709,SCHW,2021,2021-12-31,2022-02-24,0000316709-22-000009,data/raw/0000316709/000031670922000009/schw-20211231.htm,
0000316709,0000316709,SCHW,2022,2022-12-31,2023-02-24,0000316709-23-000009,data/raw/0000316709/000031670923000009/schw-20221231.htm,
0000316709,0000316709,SCHW,2023,2023-12-31,2024-02-23,0000316709-24-000018,data/raw/0000316709/000031670924000018/schw-20231231.htm,
0000316709,0000316709,SCHW,2024,2024-12-31,2025-02-26,0000316709-25-000010,data/raw/0000316709/000031670925000010/schw-20241231.htm,
0000316709,0000316709,SCHW,2025,2025-12-31,2026-02-25,0000316709-26-000009,data/raw/0000316709/000031670926000009/schw-20251231.htm,
0000092122,0000092122,SO,2007,2007-12-31,2008-02-25,0000092122-08-000010,data/raw/0000092122/000009212208000010/soco10-k1207.htm,
0000092122,0000092122,SO,2008,2008-12-31,2009-02-25,0000092122-09-000011,data/raw/0000092122/000009212209000011/so10k123108.htm,
0000092122,0000092122,SO,2009,2009-12-31,2010-02-25,0000092122-10-000009,data/raw/0000092122/000009212210000009/g21794e10vk.htm,
0000092122,0000092122,SO,2010,2010-12-31,2011-02-25,0000092122-11-000013,data/raw/0000092122/000009212211000013/g24641xxe10vk.htm,
0000092122,0000092122,SO,2011,2011-12-31,2012-02-24,0000092122-12-000016,data/raw/0000092122/000009212212000016/form10-k2011.htm,
0000092122,0000092122,SO,2012,2012-12-31,2013-02-28,0000092122-13-000014,data/raw/0000092122/000009212213000014/so_10-kx12312012.htm,
0000092122,0000092122,SO,2013,2013-12-31,2014-02-27,0000092122-14-000012,data/raw/0000092122/000009212214000012/so_10-kx12312013.htm,
0000092122,0000092122,SO,2014,2014-12-31,2015-03-02,0000092122-15-000015,data/raw/0000092122/000009212215000015/so_10-kx12312014.htm,
0000092122,0000092122,SO,2015,2015-12-31,2016-02-26,0000092122-16-000126,data/raw/0000092122/000009212216000126/so_10-kx12312015.htm,
0000092122,0000092122,SO,2016,2016-12-31,2017-02-22,0000092122-17-000007,data/raw/0000092122/000009212217000007/so_10-kx12312016.htm,
0000092122,0000092122,SO,2017,2017-12-31,2018-02-21,0000092122-18-000012,data/raw/0000092122/000009212218000012/so_10-kx12312017.htm,
0000092122,0000092122,SO,2018,2018-12-31,2019-02-20,0000092122-19-000006,data/raw/0000092122/000009212219000006/so10-k12312018.htm,
0000092122,0000092122,SO,2019,2019-12-31,2020-02-20,0000092122-20-000017,data/raw/0000092122/000009212220000017/so10-k12312019.htm,
0000092122,0000092122,SO,2020,2020-12-31,2021-02-18,0000092122-21-000006,data/raw/0000092122/000009212221000006/so-20201231.htm,
0000092122,0000092122,SO,2021,2021-12-31,2022-02-17,0000092122-22-000003,data/raw/0000092122/000009212222000003/so-20211231.htm,
0000092122,0000092122,SO,2022,2022-12-31,2023-02-16,0000092122-23-000012,data/raw/0000092122/000009212223000012/so-20221231.htm,
0000092122,0000092122,SO,2023,2023-12-31,2024-02-15,0000092122-24-000009,data/raw/0000092122/000009212224000009/so-20231231.htm,
0000092122,0000092122,SO,2024,2024-12-31,2025-02-20,0000092122-25-000018,data/raw/0000092122/000009212225000018/so-20241231.htm,
0000092122,0000092122,SO,2025,2025-12-31,2026-02-19,0000092122-26-000006,data/raw/0000092122/000009212226000006/so-20251231.htm,
0001063761,0001063761,SPG,2007,2007-12-31,2008-02-26,0001047469-08-001745,data/raw/0001063761/000104746908001745/a2182898z10-k.htm,
0001063761,0001063761,SPG,2008,2008-12-31,2009-02-26,0001047469-09-001894,data/raw/0001063761/000104746909001894/a2190804z10-k.htm,
0001063761,0001063761,SPG,2009,2009-12-31,2010-02-25,0001047469-10-001324,data/raw/0001063761/000104746910001324/a2196642z10-k.htm,
0001063761,0001063761,SPG,2010,2010-12-31,2011-02-25,0001047469-11-001321,data/raw/0001063761/000104746911001321/a2202046z10-k.htm,
0001063761,0001063761,SPG,2011,2011-12-31,2012-02-28,0001047469-12-001667,data/raw/0001063761/000104746912001667/a2207375z10-k.htm,
0001063761,0001063761,SPG,2012,2012-12-31,2013-02-28,0001047469-13-001862,data/raw/0001063761/000104746913001862/a2212760z10-k.htm,
0001063761,0001063761,SPG,2013,2013-12-31,2014-02-27,0001047469-14-001416,data/raw/0001063761/000104746914001416/a2218246z10-k.htm,
0001063761,0001063761,SPG,2014,2014-12-31,2015-02-27,0001047469-15-001339,data/raw/0001063761/000104746915001339/a2222982z10-k.htm,
0001063761,0001063761,SPG,2015,2015-12-31,2016-02-26,0001047469-16-010465,data/raw/0001063761/000104746916010465/a2227275z10-k.htm,
0001063761,0001063761,SPG,2016,2016-12-31,2017-02-24,0001558370-17-000934,data/raw/0001063761/000155837017000934/spg-20161231x10k.htm,
0001063761,0001063761,SPG,2017,2017-12-31,2018-02-23,0001558370-18-000981,data/raw/0001063761/000155837018000981/spg-20171231x10k.htm,
0001063761,0001063761,SPG,2018,2018-12-31,2019-02-22,0001558370-19-000875,data/raw/0001063761/000155837019000875/spg-20181231x10k.htm,
0001063761,0001063761,SPG,2019,2019-12-31,2020-02-21,0001558370-20-001135,data/raw/0001063761/000155837020001135/spg-20191231x10k.htm,
0001063761,0001063761,SPG,2020,2020-12-31,2021-02-25,0001558370-21-001700,data/raw/0001063761/000155837021001700/spg-20201231x10k.htm,
0001063761,0001063761,SPG,2021,2021-12-31,2022-02-24,0001558370-22-001845,data/raw/0001063761/000155837022001845/spg-20211231x10k.htm,
0001063761,0001063761,SPG,2022,2022-12-31,2023-02-23,0001558370-23-001840,data/raw/0001063761/000155837023001840/spg-20221231x10k.htm,
0001063761,0001063761,SPG,2023,2023-12-31,2024-02-22,0001558370-24-001532,data/raw/0001063761/000155837024001532/spg-20231231x10k.htm,
0001063761,0001063761,SPG,2024,2024-12-31,2025-02-21,0001558370-25-001271,data/raw/0001063761/000155837025001271/spg-20241231x10k.htm,
0001063761,0001063761,SPG,2025,2025-12-31,2026-02-25,0001104659-26-019419,data/raw/0001063761/000110465926019419/spg-20251231x10k.htm,
0000732717,0000732717,T,2008,2008-02-26,2008-02-27,0000732717-08-000012,data/raw/0000732717/000073271708000012/ye10k07.htm,
0000732717,0000732717,T,2009,2009-02-25,2009-02-25,0000732717-09-000007,data/raw/0000732717/000073271709000007/ye10k08.htm,
0000732717,0000732717,T,2010,2010-12-31,2011-03-01,0000732717-11-000014,data/raw/0000732717/000073271711000014/ye10_10k.htm,
0000732717,0000732717,T,2011,2011-12-31,2012-02-24,0000732717-12-000025,data/raw/0000732717/000073271712000025/ye11_10k.htm,
0000732717,0000732717,T,2012,2012-12-31,2013-02-22,0000732717-13-000017,data/raw/0000732717/000073271713000017/ye12_10k.htm,
